object_location,objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb,image_alt_text
https://digital.ncdcr.gov/Documents/Detail/bennett-college-holgate-library-special-collections/54038,blackhistory097,"Bennett College, Holgate Library Special Collections",2006-06-01,n,North Carolina ECHO (Project),,The front entrance to the Bennett College campus.,single-page; photograph,"Libraries--North Carolina; Bennett College (Greensboro, N.C.)","Greensboro, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",State Library of NC.,,,ncecho_445001,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/097_bennett_sm.jpg,/objects/thumbs/097_bennett_th.jpg,"A low brick wall reading Bennett College, brick buildings are visible over the top of the wall"
https://digital.ncdcr.gov/Documents/Detail/s.b.-no.-989-h.b.-no.-1422-a-bill-to-be-entitled-an-act-to-incorporate-bennett-college-at-greensboro-n.c./779255,blackhistory098,"S.B. No. 989; H.B. No. 1422: A bill to be entitled an act to incorporate Bennett College at Greensboro, N.C.",1889-03-05,n,North Carolina. General Assembly.,,"Legislation granting articles of incorporation to Bennett College in Greensboro, North Carolina.",multiple-page; legislation,"Universities and colleges--United States; Letters patent; Legislation; Education--North Carolina; Bennett College (Greensboro, N.C.); Charters and articles of incorporation; Women's colleges","Greensboro, North Carolina",,,,Session Records. General Assembly Record Group. State Archives of North Carolina,State Archives of NC.,,,SR_GA_Bennett_College_18890305,The SA of NC considers this item in the public domain by U.S. law but responsibility for permissions rests with researchers.,https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/098_bennett_sm.jpg,/objects/thumbs/098_bennett_th.jpg,View the handwritten bill to incorporate Bennett college in 1889 in our digital collections
https://digital.ncdcr.gov/Documents/Detail/johnson-c.-smith-university-james-b.-duke-library-special-collections/56724,blackhistory099,"Johnson C. Smith University, James B. Duke Library Special Collections",2005-10-01,n,North Carolina ECHO (Project),,Exterior of Johnson C. Smith University's James B. Duke Memorial Library.,single-page; photograph,Libraries--North Carolina; Johnson C. Smith University,"Charlotte, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",North Carolina Department of Natural and Cultural Resources,,,ncecho_617001,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/099_smith_sm.jpg,/objects/thumbs/099_smith_th.jpg,"Exterior view of the Johnson C. Smith University, James B. Duke Library Special Collections building"
https://digital.ncdcr.gov/Documents/Detail/fsu-the-quarterly-voice-of-fayetteville-state-university-2013-spring-summer/3704280,blackhistory100,FS&U : the quarterly voice of Fayetteville State University [2013 : spring-summer],2013,n,Fayetteville State University.,,Spring/Summer 2013 quarterly magazine for Fayetteville State University.,multiple-page; magazine,College students--North Carolina--Fayetteville--Periodicals; State universities and colleges--Alumni and alumnae--North Carolina--Fayetteville--Periodicals; State universities and colleges--North Carolina--Fayetteville--Periodicals; Fayetteville State University--Alumni and alumnae--Periodicals,"Fayetteville, North Carolina",,,,North Carolina Digital State Publications Collection,State Library of NC.,,,pubs_serial_fsandu2013springsummer,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/100_fsu_sm.jpg,/objects/thumbs/100_fsu_th.jpg,"The 2013 issue of FS and U, the quarterly voice of Fayetteville State University"
https://ncpedia.org/historically-black-colleges-and-universities-student,blackhistory101,Historically Black Colleges and Universities: Marching to the Beat of Freedom,2019,n,"Davis, Sarajanee",,A brief overview of Historically Black Colleges and Universities (HBCUs) in NC with articles and timeline.,single-page; webpage,African American universities and colleges--North Carolina; African American history; African Americans--Education (Higher)--North Carolina,"North Carolina, United States",,,,NCpedia,State Library of NC.,,,/node/53190,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/101_hbcu_sm.jpg,/objects/thumbs/101_hbcu_th.jpg,Read about historically black college and universities in North Carolina
https://ncpedia.org/biography/baker-ella-josephine-student,blackhistory102,Ella Josephine Baker,1903-1986,y,"Agan, Kelly; Davis, Sarajanee",,Article about Ella Baker.,single-page; article,African American women--History; African Americans--Civil rights--History--20th century; Civic participation: working for civil rights; Civil rights--North Carolina,"Norfolk, Virginia; Littleton, North Carolina; Raleigh, North Carolina",,,,NCpedia,State Library of NC.,,,/node/53196,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/102_baker_sm.jpg,/objects/thumbs/102_baker_th.jpg,Read about Ella Josephine Baker
https://ncpedia.org/sarah-keys-student,blackhistory103,Sarah Keys: Keeping Her Seat to Stand Up for Her Rights,1928-2023,y,"Agan, Kelly",,Article about Sarah Keys.,single-page; article,African American women--History; African Americans--Civil rights--History--20th century; Civic participation: working for civil rights; Civil rights--North Carolina; African American soldiers--North Carolina--History,"Washington, North Carolina; Roanoke Rapids, North Carolina; Brooklyn, New York",,,,NCpedia,State Library of NC.,,,/node/53193,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/103_keys_sm.jpg,/objects/thumbs/103_keys_th.jpg,Read about Sarah Keys
https://ncpedia.org/biography/jacobs-harriet,blackhistory104,Harriet Jacobs,1813-1897,y,"Yellin, Jean Fagan",,Article about Harriet Jacobs.,single-page; article,"African American authors; African American women; African American women--Biography; African American women--Social conditions; Enslaved persons' writings, American Fugitive slaves; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History; Slavery--United States--Controversial literature","Edenton, North Carolina; New York City, New York; Rochester, New York; Washington, District of Columbia, United States; Cambridge, Massachusetts",,,,NCpedia,State Library of NC.,,,/node/48791,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/104_jacobs_sm.jpg,/objects/thumbs/104_jacobs_th.jpg,Read about Harriett Jacobs
https://aahc.nc.gov/programs/black-history-month,blackhistory105,Black History Month webpage,2025,n,African American Heritage Commission,,Webpage about Black History month.,multiple-page; website,African American history; African Americans,,,,,NC African American Heritage Commission,NC African American Heritage Commission,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/105_bhmwebsite_sm.jpg,/objects/thumbs/105_bhmwebsite_th.jpg,Icons from the Black history month event website from the African American heritage commission
https://aahc.nc.gov/programs/black-history-month/black-history-month-community-calendar,blackhistory106,Black History Month Community Calendar,2025,n,African American Heritage Comission,,Calendar of Black History Month events.,sngle-page; webpage,African American history; African Americans,,,,,NC African American Heritage Commission,NC African American Heritage Commission,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/106_bhmevents_sm.jpg,/objects/thumbs/106_bhmevents_th.jpg,Vew the Black History month event calendar for African American heritage commission
https://aahc.nc.gov/2025-black-history-month-toolkit-0/open,blackhistory107,Black History Month Toolkit,2025,n,African American Heritage Comission,,PDF document toolkit for learn more about Black History month.,multiple-page; document,African American history; African Americans,,,,,NC African American Heritage Commission,NC African American Heritage Commission,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/107_bhmtoolkit_sm.jpg,/objects/thumbs/107_bhmtoolkit_th.jpg,Vew the Black History month toolkit from the African American heritage commission
https://ncpedia.org/green-book,blackhistory108,The Green Book (The Negro Motorist Greenbook; The Negro Travelers' Green Book),1936-1967,y,"Agan, Kelly; Scott, Jordan",,"Article about the Green Book, a guide for black travelers in the U.S. and abroad to help navigate segregation.",single-page; article,African American history; African Americans; African American travel guides,United States,,,,NCpedia,State Library of NC.,,,/node/53227,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/108_greenbook_sm.jpg,/objects/thumbs/108_greenbook_th.jpg,Read more about the Green-Book travel guide for black travelers in the US during segregation
https://aahc.nc.gov/green-book-project,blackhistory109,The Green Book project,1936-1967,,African American Heritage Comission,,"Webpage about The Green Book, a travel guide and a tool of resistance designed to confront racial discrimination in the US.",multiple-page; website,African American history; African Americans; African American travel guides,United States,,,,NC African American Heritage Commission,NC African American Heritage Commission,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/109_greenbook_sm.jpg,/objects/thumbs/109_greenbook_th.jpg,"Green Book project African American travel in NC, 1933-1966 website banner"
https://digital.ncdcr.gov/Documents/Detail/children-racing-circa-1963/357359,blackhistory110,"Children racing, circa 1963",1963,n,North Carolina. Division of State Parks.,,"Children racing into the water at Jones Lake State Park beach area, circa 1963.",single-page; photograph,Cultural history; Swimming; Outdoor recreation; Lakes--North Carolina; Parks--North Carolina; Jones Lake State Park (N.C.); North Carolina. Division of State Parks; African Americans,"Jones Lake, Elizabethtown, North Carolina",,,,North Carolina State Parks,State Archives of NC.,,,YORK-P6760,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/110_jones_sm.jpg,/objects/thumbs/110_jones_th.jpg,Several black children run into Jones lake
https://digital.ncdcr.gov/Documents/Detail/family-picnicking-circa-1950/358535,blackhistory111,"Family picnicking, circa 1950",1950,n,North Carolina. Division of State Parks.,,"A family picnicking under a picnic shelter at Jones Lake State Park, circa 1950.",single-page; photograph,Cultural history; Outdoor recreation; Lakes--North Carolina; Picnics; Picnic grounds; Parks--North Carolina; Jones Lake State Park (N.C.); North Carolina. Division of State Parks; African Americans; Parks--Public use,"Jones Lake, Elizabethtown, North Carolina",,,,North Carolina State Parks,State Archives of NC.,,,YORK-P7547,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/111_jones_sm.jpg,/objects/thumbs/111_jones_th.jpg,Black families sit at picnic shelters under a shelter at Jones Lake
https://digital.ncdcr.gov/Documents/Detail/beach-picnic-circa-1960/359347,blackhistory112,"Beach picnic, circa 1960",1960,n,North Carolina. Division of State Parks.,,"C. Payne Lucas and his wife, Freddie Hill Lucas, picnic on the beach, circa 1960.",single-page; photograph,Picnics; Outdoor recreation; Sand; Ocean; Hammocks Beach State Park (N.C.); North Carolina. Division of State Parks; African Americans,"Hammocks Beach, Swansboro, North Carolina",,,,North Carolina State Parks,State Archives of NC.,,,YORK-P7331,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/112_hammocks_sm.jpg,/objects/thumbs/112_hammocks_th.jpg,A black man stands next to a Black woman seated next to a large dune on Hammock's Beach
https://ncpedia.org/burke-selma-hortense,blackhistory113,Selma Hortense Burke,1900-1995,y,"Agan, Kelly",,Article about Selma Burke.,single-page; article,African American women--History; African American artists; Women--North Carolina--Awards,"Mooresville, North Carolina; New York City, New York; New Hope, Pennsylvania",,,,NCpedia,State Library of NC.,,,/node/53228,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/113_burke_sm.jpg,/objects/thumbs/113_burke_th.jpg,Read about Selma Hortense Burke
https://ncpedia.org/black-ncaward-winners,blackhistory114,Black and African American North Carolina Award Winners,1976,y,Government & Heritage Library,,Article about Black and African Amerian North Carolina award winners.,single-page; article,African American history; African Americans; North Carolina Award,"North Carolina, United States",,,,,,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/114_aa_ncaward_sm.jpg,/objects/thumbs/114_aa_ncaward_th.jpg,Read a list of Black and African American winners of the North Carolina award
https://digital.ncdcr.gov/collections/african-american-education?filter_17=Julius%20Rosenwald%20Fund&applyState=true,blackhistory115,Julius Rosenwald Fund collection,,,North Carolina. Department of Public Instruction.,,Collection of papers related to Julius Rosenwald fund and schools in North Carolina.,multiple-page; collection,Schools; Education--North Carolina; African Americans--Education--North Carolina; Julius Rosenwald Fund--Buildings; Julius Rosenwald Fund; African Americans--Education; Source Collections; Division of Negro Education: Special Subject File. Public Instruction Records. State Archives of North Carolina,"North Carolina, United States",,,,North Carolina. Department of Public Instruction.,State Archives of NC.,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/115_rosenwald_sm.jpg,/objects/thumbs/115_rosenwald_th.jpg,View documents in the Julius Rosewald Fund in the NC digital collections
https://digital.ncdcr.gov/Documents/Detail/survey-of-african-american-heritage-associated-resources-mid-nineteenth-century-1975-waynesville-north-carolina/6169355?item=6170122,blackhistory116,"Survey of African American heritage-associated resources : mid-nineteenth century- 1975, Waynesville, North Carolina",2018-10-19,n,"Argintar, Sybil H.",,A report of African American history and communities in Waynesville North Carolina,multiple-page; report,"Waynesville (N.C.)--History; Historic buildings--North Carolina--Waynesville; African American churches--North Carolina--Waynesville; African Americans--North Carolina--Waynesville--History; African American neighborhoods--North Carolina--Waynesville; Waynesville (N.C.)--Buildings, structures, etc.","Waynesville, North Carolina",,,,North Carolina Department of Natural and Cultural Resources,State Library of NC.,,,pubs_1524904263_survey20181019,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/116_waynesville_survey_sm.jpg,/objects/thumbs/116_waynesville_survey_th.jpg,Read about African American neighborhoods in Waynesville in our digital collections
https://digital.ncdcr.gov/Documents/Detail/african-american-cultural-complex/52020,blackhistory117,African American Cultural Complex,2002-04-29,n,North Carolina ECHO (Project),,"Part of the ""Women of Note"" permanent exhibit",single-page; photograph,African American heritage,"Raleigh, North Carolina",,,,North Carolina Department of Natural and Cultural Resources,State Library of NC.,,,ncecho_255007,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/117_cultural_comp_sm.jpg,/objects/thumbs/117_cultural_comp_th.jpg,A woman stands in front of photographs of black women below a Women of Note sign
https://digital.ncdcr.gov/Documents/Detail/african-american-church-group/362276,blackhistory118,African American Church Group,1953,n,"Brown, Charles Brantley Aycock",,An African American congregation poses for a group photo outside of their church in Manteo. This collection of photographic negatives and prints is made up of photographs taken by Charles Brantley 'Aycock' Brown (1904-1984) as a resident and journalist of the Outer Banks of North Carolina. The photographs in this collection are arranged by year and original grouping by the photographer.,single-page; photograph,African American churches; Photographers; Church buildings; Manteo (N.C.); Outer Banks (N.C.),"Manteo, North Carolina",,,,State Archives of North Carolina,State Archives of NC.,,,AV_5127_Aycock_Brown_Bx12_Env019,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/118_church_group_sm.jpg,/objects/thumbs/118_church_group_th.jpg,A group of Black people stand outside a brick church in Manteo
https://digital.ncdcr.gov/Documents/Detail/african-american-protestors-gathered-outside-the-legislative-building-in-raleigh/271402,blackhistory119,African American protestors gathered outside the Legislative Building in Raleigh,1963,n,News and Observer,,African American protestors gathered outside the Legislative Building in Raleigh,single-page; photograph,"Civil rights movements--North Carolina--History--20th century; African Americans--Civil rights; North Carolina--Social conditions--20th century; North Carolina--Race relations--History--20th century; Civil rights demonstrations--North Carolina; North Carolina State Legislative Building (Raleigh, N.C.)","Raleigh, North Carolina",,,,State Archives of North Carolina,State Archives of NC.,,,NO_5_15_1963_NegroesPicketChurchEtc_Fr1,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/119_legislative_protestors_sm.jpg,/objects/thumbs/119_legislative_protestors_th.jpg,A group of Black people stand outside a large concrete building with tall windows
https://digital.ncdcr.gov/Documents/Detail/unidentified-african-american-unit/569237,blackhistory120,Unidentified African-American unit,1918,n,,,"Group photograph of an unidentified African‐American U.S. Army unit during World War I [possibly at Camp Gordon in Georgia] (Undated) [Photograph: by J. W. Cranshaw and Son, Atlanta]",single-page; photograph,"Soldiers; World War, 1914-1918; African American soldiers",,,,,State Archives of North Carolina,State Archives of NC.,,,MilColl_WWI_Panoramas_032,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/120_aa_milunit_sm.jpg,/objects/thumbs/120_aa_milunit_th.jpg,Black men in uniform two rows stand or kneel with rifles while two white men in uniform sit in front
https://digital.ncdcr.gov/Documents/Detail/photograph-the-old-southern-pines-african-american-schoolhouse/954568,blackhistory121,"Photograph: the ""Old"" Southern Pines African American Schoolhouse",,,North Carolina. Department of Public Instruction.,,"Photograph of the ""Old"" Southern Pines African American schoolhouse.",single-page; photograph,Schools; Education--North Carolina; Julius Rosenwald Fund--Buildings; Julius Rosenwald Fund; African Americans--Education; African Americans--Education--North Carolina,"Southern Pines, North Carolina",,,,State Archives of North Carolina,North Carolina. Department of Public Instruction.,,,SR_DPI_DivNegroEdu_SpecialSubjectFile_Box8_RosenwaldFund_Photographs_MooreCounty_02,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/121_oldsouthernpines_school_sm.jpg,/objects/thumbs/121_oldsouthernpines_school_th.jpg,Black children around the outside of a dark wood building with a bell on the roof
https://digital.ncdcr.gov/Documents/Detail/north-carolina-minority-health-facts-african-americans/3375386,blackhistory122,North Carolina minority health facts : African Americans,1998,n,Department of Health and Human Services,,A report with basic health facts about African American in North Carolina,multiple-page; report,African Americans--North Carolina; Minorities--Health and hygiene--North Carolina--Statistics; African Americans--Health and hygiene--North Carolina--Statistics,,,,,State Archives of North Carolina,"Office of Minority Health, State Center for Health Statistics",,,pubs_ncminorityhealthafrican199807,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/122_aa_healthfacts_sm.jpg,/objects/thumbs/122_aa_healthfacts_th.jpg,July 1998 health facts report for African Americans from the Department of Health and Human Services
https://digital.ncdcr.gov/Documents/Detail/letters-from-montie-garry-pam-and-valma-bailey-to-gov.-dan-k.-moore-regarding-race-relations-and-african-american-rights-april-24-1968/273011,blackhistory123,"Letters from Montie, Garry, Pam, and Valma Bailey to Gov. Dan K. Moore regarding race relations and African American rights, April 24, 1968",1966-1968,n,"Bailey, Montie.; Bailey, Valma.; Bailey, Pam.; Bailey, Garry.",,"Letters from four siblings, Montie, Garry, Pam, and Valma, expressing opinions on North Carolina's current state of affairs and issues stemming from racial oppression. Includes a clipping of an article titled ""The Real Klan Issue"" from the Winston-Salem Journal, April 29, 1968, and a clipping of an article titled ""Portrait of a Klansman"" from The Saturday Evening Post magazine (volume 239, issue 8, page 23), published April 9, 1966. Includes a letter of response from Governor Moore.",multiple-page; letters,"King, Martin Luther, Jr., 1929-1968; Governors--North Carolina; Public opinion--United States--History--20th century; African Americans--Segregation; Segregation--United States; Southern States--Race relations--History--20th century; Southern States--Social conditions; African Americans--Civil rights; Civil rights movements--Southern States--History--20th century; Moore, Daniel Killian, 1906-1986","Wilkesboro, North Carolina",,,,State Archives of North Carolina,State Archives of NC.,,,SR_GP_Moore_Daniel_Bailey_19680424,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/123_letters_baileymoore_sm.jpg,/objects/thumbs/123_letters_baileymoore_th.jpg,Letters to Governor Moore from young Black citizens regarding racial oppression in their lives
https://digital.ncdcr.gov/Documents/Detail/african-american-women-mending-books-in-forsyth-county-as-part-of-the-wpa-book-mending-project/47773,blackhistory124,African-American women mending books in Forsyth County as part of the WPA book mending project,1937-1941,n,,,"From 'WPA County' folder. Folder contains photographs, reports, a letter, and an application form.",single-page; photograph,Minorities--North Carolina; African Americans--North Carolina; Women--North Carolina; Bookbinding--Repairing; United States. Works Progress Administration; Public libraries--North Carolina,"Forsyth County, North Carolina",,,,State Archives of North Carolina,State Library of NC.,,,tts_wpa_photo_0008.tif,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/124_bookmending_sm.jpg,/objects/thumbs/124_bookmending_th.jpg,Six Black women sit around a table working to repair books
https://digital.ncdcr.gov/Documents/Detail/durham-north-carolina-college-for-african-americans-durham-state-normal/1192922,blackhistory125,Durham North Carolina College for African Americans (Durham State Normal),1900-1924,n,North Carolina. Department of Public Instruction.,,"Materials from the Durham North Carolina College for Negroes, Durham State Normal. Includes items like monthly reports, audit reports, surveys, budgets, and more, from 1900 to 1924. The Division of Negro Education Special Subject File includes correspondence, reports, minutes, notes, questionnaires, deeds, memoranda, recommendations, proceedings, agendas, newspaper clippings, budgets, statistics, maps, and photographs. The subjects include high school accreditation, teachers salaries, curricula, the Jeanes Fund, the Rosenwald Fund, school buildings, teachers colleges, summer schools, normal schools, and material from the Interracial Commission (1933-1949). Also contains information and reports for most of the African American colleges in the state, and information from various conferences and committees.",multiple-page; records,"Teachers; Schools; Education--North Carolina; Durham State Normal School (Durham, N.C.); African Americans--Education--History; African Americans--Education; African Americans--Education--North Carolina","Durham, North Carolina",,,,State Archives of North Carolina,North Carolina. Department of Public Instruction.,,,SR_DPI_DNE_Special_Subject_File_B5F1_Durham_NC_College_Negroes,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/125_durham_school_sm.jpg,/objects/thumbs/125_durham_school_th.jpg,Various records for the Durham State Normal School for African Americans
https://digital.ncdcr.gov/Documents/Detail/moore.-william-and-alphia-mills-moore-family-bible-records-african-american/1373457,blackhistory126,MOORE. William and Alphia Mills Moore Family Bible Records (African-American),1872-1905,n,,,Contains family records written in the Bible.,multiple-page; family records,"Registers of births, etc.--North Carolina; North Carolina--Genealogy; Bible records","Polk County, North Carolina",,,,State Archives of North Carolina,State Archives of NC.,,,BR_4002641_Moore,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/126_moore_bible_sm.jpg,/objects/thumbs/126_moore_bible_th.jpg,Family records of births and deaths for the Moore family from the family Bible
https://digital.ncdcr.gov/Documents/Detail/african-american-children-hold-books-in-doorway-of-thomasville-colored-branch-library/47623,blackhistory127,"African-American children hold books in doorway of ""Thomasville Colored Branch"" library",,,Siddell Studio,,"From 'Rockingham County' folder. Folder contains photographs, annual reports, newsletters, legal documents, a letter, and a speech.",single-page; photograph,Minorities--North Carolina; Children--North Carolina; African Americans and libraries; Public libraries--North Carolina; African Americans--North Carolina,"Rockingham County, North Carolina",,,,State Archives of North Carolina,State Library of NC.,,,tts_rockingham_photo_0008.tif,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/127_thomasville_library_sm.jpg,/objects/thumbs/127_thomasville_library_th.jpg,Reads Thomasville Colored Branch where Black children holding books stand or sit in a doorway
https://digital.ncdcr.gov/Documents/Detail/living-history-classroom-an-educational-service-of-the-tryon-palace-restoration-2007-spring/3704521,blackhistory128,Living history classroom : an educational service of the Tryon Palace Restoration,2007,n,North Carolina. Tryon Palace Commission.,,Spring 2007,multiple-page; magazine,"North Carolina--History--Colonial period, ca. 1600-1775--Study and teaching--Periodicals; Tryon Palace (New Bern, N.C.)--Study and teaching--Periodicals","New Bern, North Carolina",,,,State Library of North Carolina,North Carolina Department of Natural and Cultural Resources,,,pubs_serial_history_livinghistoryclassroom2007spr,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/128_living_history_sm.jpg,/objects/thumbs/128_living_history_th.jpg,Spring 2007 Tryon Palace historic sites newsletter detailing life during the Reconstruction era
